film_code,cinema_code,total_sales,tickets_sold,tickets_out,show_time,occu_perc,ticket_price,ticket_use,capacity,date,month,quarter,day
1492,168,640000,8,0,3,3.42,80000.0,8,233.91812865497076,2018-07-07,7,3,7
1492,214,200000,8,0,4,1.39,25000.0,8,575.5395683453238,2018-07-07,7,3,7
1492,474,1360000,17,0,1,73.91,80000.0,17,23.000947097821676,2018-07-06,7,3,6
1492,352,1200000,15,0,1,13.89,80000.0,15,107.9913606911447,2018-07-06,7,3,6
1492,489,1140000,9,0,3,12.0,126666.66666666667,9,75.0,2018-07-06,7,3,6
1492,168,640000,8,0,3,3.42,80000.0,8,233.91812865497076,2018-07-06,7,3,6
1492,214,400000,8,0,4,1.39,50000.0,8,575.5395683453238,2018-07-06,7,3,6
1492,254,140000,2,0,6,0.13,70000.0,2,1538.4615384615383,2018-07-06,7,3,6
1492,489,2880000,22,0,3,29.33,130909.09090909091,22,75.00852369587454,2018-07-05,7,3,5
1492,254,1610000,23,0,6,1.55,70000.0,23,1483.8709677419354,2018-07-05,7,3,5
1492,214,200000,4,0,4,0.69,50000.0,4,579.7101449275364,2018-07-05,7,3,5
1492,352,80000,1,0,1,0.93,80000.0,1,107.5268817204301,2018-07-05,7,3,5
1492,254,1680000,24,0,6,1.62,70000.0,24,1481.4814814814813,2018-07-04,7,3,4
1492,214,350000,7,0,4,1.22,50000.0,7,573.7704918032787,2018-07-04,7,3,4
1492,489,300000,2,0,3,2.67,150000.0,2,74.90636704119851,2018-07-04,7,3,4
1492,489,4800000,60,0,3,80.0,80000.0,60,75.0,2018-07-03,7,3,3
1492,474,1600000,40,0,1,100.0,40000.0,40,40.0,2018-07-03,7,3,3
1492,352,960000,12,0,1,5.19,80000.0,12,231.21387283236993,2018-07-03,7,3,3
1492,445,540000,9,0,1,8.41,60000.0,9,107.0154577883472,2018-07-03,7,3,3
1492,300,440000,11,0,1,3.38,40000.0,11,325.4437869822485,2018-07-03,7,3,3
1492,254,280000,8,0,2,1.62,35000.0,8,493.82716049382714,2018-07-03,7,3,3
1492,214,250000,10,0,4,1.74,25000.0,10,574.7126436781609,2018-07-03,7,3,3
1492,489,600000,4,0,3,5.33,150000.0,4,75.046904315197,2018-07-02,7,3,2
1492,214,400000,8,0,4,1.39,50000.0,8,575.5395683453238,2018-07-02,7,3,2
1492,254,350000,5,0,2,1.01,70000.0,5,495.049504950495,2018-07-02,7,3,2
1492,362,210000,3,0,2,0.94,70000.0,3,319.1489361702128,2018-07-02,7,3,2
1492,489,1050000,7,0,3,9.33,150000.0,7,75.02679528403002,2018-07-01,7,3,1
1492,254,350000,5,0,2,1.01,70000.0,5,495.049504950495,2018-07-01,7,3,1
1492,474,320000,4,0,1,17.39,80000.0,4,23.001725129384702,2018-07-01,7,3,1
1492,362,210000,3,0,2,0.94,70000.0,3,319.1489361702128,2018-07-01,7,3,1
1492,474,880000,11,0,1,47.83,80000.0,11,22.998118335772528,2018-06-30,6,2,30
1492,362,490000,7,0,2,2.19,70000.0,7,319.63470319634706,2018-06-30,6,2,30
1492,489,480000,6,0,3,8.0,80000.0,6,75.0,2018-06-30,6,2,30
1492,324,140000,2,0,2,0.49,70000.0,2,408.16326530612247,2018-06-30,6,2,30
1492,489,2100000,14,0,3,18.67,150000.0,14,74.98660953401178,2018-06-29,6,2,29
1492,362,630000,9,0,2,2.82,70000.0,9,319.1489361702128,2018-06-29,6,2,29
1492,324,70000,1,0,2,0.24,70000.0,1,416.6666666666667,2018-06-29,6,2,29
1492,489,2100000,14,0,3,18.67,150000.0,14,74.98660953401178,2018-06-28,6,2,28
1492,445,480000,4,0,1,3.74,120000.0,4,106.951871657754,2018-06-28,6,2,28
1492,452,300000,2,0,1,2.86,150000.0,2,69.93006993006993,2018-06-28,6,2,28
1492,362,140000,2,0,2,0.63,70000.0,2,317.46031746031747,2018-06-28,6,2,28
1492,291,660000,11,0,7,0.92,60000.0,11,1195.6521739130433,2018-06-27,6,2,27
1492,479,560000,7,0,2,2.07,80000.0,7,338.1642512077295,2018-06-27,6,2,27
1492,210,480000,6,0,2,12.5,80000.0,6,48.0,2018-06-27,6,2,27
1492,452,450000,3,0,1,4.29,150000.0,3,69.93006993006993,2018-06-27,6,2,27
1492,428,350000,5,0,2,1.67,70000.0,5,299.4011976047904,2018-06-27,6,2,27
1492,277,240000,3,0,1,0.82,80000.0,3,365.8536585365854,2018-06-27,6,2,27
1492,304,8560000,107,0,1,72.79,80000.0,107,146.99821404039014,2018-06-26,6,2,26
1492,344,4320000,54,0,3,60.0,80000.0,54,90.0,2018-06-26,6,2,26
1492,489,2400000,30,0,4,30.0,80000.0,30,100.0,2018-06-26,6,2,26
1492,291,2130000,71,0,7,5.97,30000.0,71,1189.2797319933,2018-06-26,6,2,26
1492,352,2000000,25,0,1,24.04,80000.0,25,103.99334442595674,2018-06-26,6,2,26
1492,56,1280000,32,0,4,10.26,40000.0,32,311.89083820662773,2018-06-26,6,2,26
1492,210,1200000,30,0,2,62.5,40000.0,30,48.0,2018-06-26,6,2,26
1492,452,720000,9,0,1,12.86,80000.0,9,69.98444790046656,2018-06-26,6,2,26
1492,428,640000,16,0,2,5.33,40000.0,16,300.187617260788,2018-06-26,6,2,26
1492,479,560000,14,0,2,4.14,40000.0,14,338.1642512077295,2018-06-26,6,2,26
1492,253,560000,16,0,3,5.61,35000.0,16,285.204991087344,2018-06-26,6,2,26
1492,362,455000,13,0,2,4.08,35000.0,13,318.62745098039215,2018-06-26,6,2,26
1492,431,420000,7,0,2,13.46,60000.0,7,52.00594353640415,2018-06-26,6,2,26
1492,277,320000,4,0,1,1.1,80000.0,4,363.6363636363636,2018-06-26,6,2,26
1492,312,320000,4,0,1,6.25,80000.0,4,64.0,2018-08-10,8,3,10
1492,56,880000,12,0,3,5.13,73333.33333333333,12,233.91812865497076,2018-06-25,6,2,25
1492,452,600000,4,0,1,5.71,150000.0,4,70.05253940455341,2018-06-25,6,2,25
1492,253,560000,8,0,3,0.68,70000.0,8,1176.470588235294,2018-06-25,6,2,25
1492,210,480000,6,0,2,12.5,80000.0,6,48.0,2018-06-25,6,2,25
1492,428,420000,6,0,2,2.0,70000.0,6,300.0,2018-06-25,6,2,25
1492,291,360000,6,0,7,0.5,60000.0,6,1200.0,2018-06-25,6,2,25
1492,362,350000,5,0,2,1.57,70000.0,5,318.4713375796178,2018-06-25,6,2,25
1492,479,240000,3,0,1,1.78,80000.0,3,168.53932584269663,2018-06-25,6,2,25
1492,56,1800000,23,0,3,9.83,78260.86956521739,23,233.97761953204474,2018-06-24,6,2,24
1492,474,1120000,14,0,1,60.87,80000.0,14,22.999835715459177,2018-06-24,6,2,24
1492,344,900000,6,0,3,6.67,150000.0,6,89.95502248875562,2018-06-24,6,2,24
1492,253,700000,10,0,3,3.51,70000.0,10,284.90028490028493,2018-06-24,6,2,24
1492,291,600000,10,0,3,1.96,60000.0,10,510.2040816326531,2018-06-24,6,2,24
1492,431,300000,3,0,2,5.77,100000.0,3,51.99306759098788,2018-06-24,6,2,24
1492,324,140000,2,0,2,0.49,70000.0,2,408.16326530612247,2018-06-24,6,2,24
1492,243,120000,2,0,4,0.27,60000.0,2,740.7407407407406,2018-06-24,6,2,24
1492,489,1600000,20,0,4,20.0,80000.0,20,100.0,2018-06-23,6,2,23
1492,56,880000,11,0,3,4.7,80000.0,11,234.04255319148936,2018-06-23,6,2,23
1492,344,750000,5,0,3,5.56,150000.0,5,89.92805755395685,2018-06-23,6,2,23
1492,291,540000,9,0,3,1.76,60000.0,9,511.3636363636363,2018-06-23,6,2,23
1492,253,525000,15,0,3,5.26,35000.0,15,285.171102661597,2018-06-23,6,2,23
1492,210,400000,5,0,2,10.42,80000.0,5,47.98464491362764,2018-06-23,6,2,23
1492,277,240000,3,0,1,0.82,80000.0,3,365.8536585365854,2018-06-23,6,2,23
1492,479,240000,3,0,2,0.89,80000.0,3,337.07865168539325,2018-06-23,6,2,23
1492,344,3750000,26,0,3,28.89,144230.76923076922,26,89.99653859466943,2018-06-22,6,2,22
1492,352,2480000,31,0,1,29.81,80000.0,31,103.99194901039921,2018-06-22,6,2,22
1492,489,2100000,14,0,3,18.67,150000.0,14,74.98660953401178,2018-06-22,6,2,22
1492,56,1160000,27,0,3,11.54,42962.96296296296,27,233.96880415944543,2018-06-22,6,2,22
1492,428,1120000,16,0,2,5.33,70000.0,16,300.187617260788,2018-06-22,6,2,22
1492,431,1000000,10,0,2,19.23,100000.0,10,52.002080083203325,2018-06-22,6,2,22
1492,474,960000,12,0,1,52.17,80000.0,12,23.001725129384702,2018-06-22,6,2,22
1492,210,800000,10,0,2,20.83,80000.0,10,48.007681228996645,2018-06-22,6,2,22
1492,243,660000,11,0,2,2.94,60000.0,11,374.1496598639456,2018-06-22,6,2,22
1492,277,640000,8,0,1,2.19,80000.0,8,365.29680365296804,2018-06-22,6,2,22
1492,291,540000,9,0,3,1.76,60000.0,9,511.3636363636363,2018-06-22,6,2,22
1492,479,320000,4,0,2,1.18,80000.0,4,338.98305084745766,2018-06-22,6,2,22
1492,253,280000,4,0,3,1.4,70000.0,4,285.7142857142857,2018-06-22,6,2,22
1492,452,150000,1,0,1,1.43,150000.0,1,69.93006993006993,2018-06-22,6,2,22
1492,344,4650000,31,0,3,34.44,150000.0,31,90.01161440185831,2018-06-21,6,2,21
1492,489,2400000,16,2,3,21.33,150000.0,14,75.01172058134084,2018-06-21,6,2,21
1492,452,1350000,9,0,1,12.86,150000.0,9,69.98444790046656,2018-06-21,6,2,21
1492,56,1280000,16,0,4,5.13,80000.0,16,311.89083820662773,2018-06-21,6,2,21
1492,210,960000,12,0,2,25.0,80000.0,12,48.0,2018-06-21,6,2,21
1492,428,840000,12,0,2,4.0,70000.0,12,300.0,2018-06-21,6,2,21
1492,431,800000,8,0,2,15.38,100000.0,8,52.01560468140441,2018-06-21,6,2,21
1492,352,800000,10,0,1,9.62,80000.0,10,103.95010395010395,2018-06-21,6,2,21
1492,291,540000,9,0,3,1.76,60000.0,9,511.3636363636363,2018-06-21,6,2,21
1492,253,420000,6,0,3,2.11,70000.0,6,284.3601895734597,2018-06-21,6,2,21
1492,277,400000,5,0,1,1.37,80000.0,5,364.963503649635,2018-06-21,6,2,21
1492,479,320000,4,0,2,1.18,80000.0,4,338.98305084745766,2018-06-21,6,2,21
1492,39,200000,2,0,3,0.39,100000.0,2,512.8205128205128,2018-06-21,6,2,21
1492,56,1640000,24,0,3,10.26,68333.33333333333,24,233.91812865497076,2018-06-20,6,2,20
1492,243,960000,16,0,4,2.14,60000.0,16,747.6635514018692,2018-06-20,6,2,20
1492,310,910000,13,0,3,0.96,70000.0,13,1354.1666666666667,2018-06-20,6,2,20
1492,201,770000,11,0,2,1.74,70000.0,11,632.183908045977,2018-06-20,6,2,20
1492,210,640000,8,0,2,16.67,80000.0,8,47.99040191961607,2018-06-20,6,2,20
1492,253,420000,6,0,3,2.11,70000.0,6,284.3601895734597,2018-06-20,6,2,20
1492,300,160000,2,0,1,0.62,80000.0,2,322.58064516129036,2018-06-20,6,2,20
1492,479,80000,1,0,1,0.59,80000.0,1,169.49152542372883,2018-06-20,6,2,20
1492,324,70000,1,0,2,0.24,70000.0,1,416.6666666666667,2018-06-20,6,2,20
1492,304,6720000,84,0,1,57.14,80000.0,84,147.00735036751837,2018-06-19,6,2,19
1492,489,4320000,54,0,4,35.76,80000.0,54,151.006711409396,2018-06-19,6,2,19
1492,344,2800000,36,0,4,30.0,77777.77777777778,36,120.0,2018-06-19,6,2,19
1492,450,2400000,30,0,1,28.3,80000.0,30,106.00706713780919,2018-06-19,6,2,19
1492,352,2080000,26,0,2,12.5,80000.0,26,208.0,2018-06-19,6,2,19
1492,243,1680000,56,0,4,7.49,30000.0,56,747.6635514018692,2018-06-19,6,2,19
1492,201,1520000,38,0,2,5.99,40000.0,38,634.3906510851418,2018-06-19,6,2,19
1492,56,1440000,36,0,4,11.54,40000.0,36,311.95840554592723,2018-06-19,6,2,19
1492,210,1200000,30,0,2,62.5,40000.0,30,48.0,2018-06-19,6,2,19
1492,310,1190000,17,0,3,1.26,70000.0,17,1349.2063492063492,2018-06-19,6,2,19
1492,522,800000,10,0,1,11.63,80000.0,10,85.98452278589853,2018-06-19,6,2,19
1492,300,600000,15,0,2,2.31,40000.0,15,649.3506493506493,2018-06-19,6,2,19
1492,253,560000,16,0,6,2.81,35000.0,16,569.3950177935943,2018-06-19,6,2,19
1492,457,525000,21,0,1,6.77,25000.0,21,310.192023633678,2018-06-19,6,2,19
1492,39,500000,10,0,3,1.94,50000.0,10,515.4639175257732,2018-06-19,6,2,19
1492,479,480000,12,0,2,3.55,40000.0,12,338.02816901408454,2018-06-19,6,2,19
1492,452,400000,5,0,1,7.14,80000.0,5,70.0280112044818,2018-06-19,6,2,19
1492,277,400000,5,0,1,1.37,80000.0,5,364.963503649635,2018-06-19,6,2,19
1492,324,200000,5,0,2,1.21,40000.0,5,413.2231404958678,2018-06-19,6,2,19
1492,56,1840000,23,0,3,9.83,80000.0,23,233.97761953204474,2018-06-18,6,2,18
1492,344,1500000,12,0,5,8.0,125000.0,12,150.0,2018-06-18,6,2,18
1492,210,1280000,16,0,2,33.33,80000.0,16,48.00480048004801,2018-06-18,6,2,18
1492,201,910000,13,0,2,2.05,70000.0,13,634.1463414634146,2018-06-18,6,2,18
1492,310,700000,10,0,3,0.74,70000.0,10,1351.3513513513515,2018-06-18,6,2,18
1492,253,630000,9,0,6,0.38,70000.0,9,2368.4210526315787,2018-06-18,6,2,18
1492,243,480000,8,0,4,1.07,60000.0,8,747.6635514018692,2018-06-18,6,2,18
1492,300,320000,4,0,2,0.62,80000.0,4,645.1612903225807,2018-06-18,6,2,18
1492,522,300000,2,0,1,2.33,150000.0,2,85.83690987124464,2018-06-18,6,2,18
1492,450,150000,1,0,1,0.94,150000.0,1,106.38297872340425,2018-06-18,6,2,18
1492,344,2400000,16,0,6,8.89,150000.0,16,179.97750281214846,2018-06-17,6,2,17
1492,201,1750000,25,0,2,3.94,70000.0,25,634.5177664974619,2018-06-17,6,2,17
1492,310,1610000,23,0,3,1.7,70000.0,23,1352.9411764705883,2018-06-17,6,2,17
1492,243,720000,12,0,4,1.6,60000.0,12,750.0,2018-06-17,6,2,17
1492,300,640000,8,0,2,1.23,80000.0,8,650.4065040650406,2018-06-17,6,2,17
1492,489,600000,4,0,3,3.17,150000.0,4,126.18296529968454,2018-06-17,6,2,17
1492,253,490000,7,0,6,0.3,70000.0,7,2333.3333333333335,2018-06-17,6,2,17
1492,56,480000,6,0,3,2.56,80000.0,6,234.375,2018-06-17,6,2,17
1492,210,320000,4,0,2,8.33,80000.0,4,48.019207683073226,2018-06-17,6,2,17
1492,479,320000,4,0,2,1.18,80000.0,4,338.98305084745766,2018-06-17,6,2,17
